vehicle,weightclass,proportion,sourceCell,userCell,year,area
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2022,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2022,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2022,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2022,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2022,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2022,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2022,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2022,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2022,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2022,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2022,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2022,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2022,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2022,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2022,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2022,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2022,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2022,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2022,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2022,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2022,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2022,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2022,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2022,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2022,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2022,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2022,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2022,England (not London)
Buses,>18 t,0.0,B421,D421,2022,England (not London)
Coaches,<=18 t,0.5,B425,D425,2022,England (not London)
Coaches,>18 t,0.5,B426,D426,2022,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2022,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2022,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2022,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2022,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2022,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2022,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2022,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2022,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2023,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2023,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2023,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2023,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2023,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2023,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2023,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2023,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2023,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2023,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2023,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2023,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2023,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2023,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2023,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2023,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2023,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2023,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2023,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2023,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2023,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2023,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2023,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2023,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2023,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2023,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2023,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2023,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2023,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2023,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2023,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2023,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2023,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2023,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2023,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2023,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2023,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2023,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2023,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2023,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2023,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2023,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2023,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2023,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2023,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2023,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2023,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2023,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2023,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2023,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2023,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2023,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2023,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2023,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2023,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2023,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2023,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2023,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2023,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2023,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2023,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2023,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2023,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2023,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2023,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2023,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2023,England (not London)
Buses,>18 t,0.0,B421,D421,2023,England (not London)
Coaches,<=18 t,0.5,B425,D425,2023,England (not London)
Coaches,>18 t,0.5,B426,D426,2023,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2023,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2023,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2023,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2023,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2023,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2023,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2023,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2023,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2024,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2024,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2024,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2024,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2024,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2024,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2024,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2024,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2024,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2024,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2024,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2024,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2024,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2024,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2024,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2024,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2024,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2024,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2024,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2024,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2024,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2024,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2024,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2024,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2024,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2024,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2024,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2024,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2024,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2024,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2024,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2024,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2024,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2024,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2024,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2024,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2024,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2024,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2024,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2024,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2024,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2024,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2024,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2024,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2024,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2024,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2024,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2024,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2024,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2024,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2024,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2024,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2024,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2024,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2024,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2024,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2024,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2024,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2024,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2024,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2024,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2024,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2024,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2024,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2024,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2024,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2024,England (not London)
Buses,>18 t,0.0,B421,D421,2024,England (not London)
Coaches,<=18 t,0.5,B425,D425,2024,England (not London)
Coaches,>18 t,0.5,B426,D426,2024,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2024,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2024,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2024,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2024,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2024,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2024,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2024,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2024,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2025,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2025,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2025,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2025,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2025,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2025,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2025,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2025,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2025,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2025,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2025,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2025,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2025,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2025,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2025,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2025,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2025,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2025,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2025,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2025,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2025,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2025,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2025,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2025,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2025,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2025,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2025,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2025,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2025,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2025,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2025,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2025,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2025,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2025,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2025,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2025,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2025,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2025,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2025,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2025,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2025,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2025,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2025,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2025,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2025,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2025,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2025,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2025,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2025,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2025,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2025,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2025,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2025,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2025,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2025,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2025,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2025,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2025,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2025,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2025,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2025,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2025,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2025,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2025,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2025,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2025,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2025,England (not London)
Buses,>18 t,0.0,B421,D421,2025,England (not London)
Coaches,<=18 t,0.5,B425,D425,2025,England (not London)
Coaches,>18 t,0.5,B426,D426,2025,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2025,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2025,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2025,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2025,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2025,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2025,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2025,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2025,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2026,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2026,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2026,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2026,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2026,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2026,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2026,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2026,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2026,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2026,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2026,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2026,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2026,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2026,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2026,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2026,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2026,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2026,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2026,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2026,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2026,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2026,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2026,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2026,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2026,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2026,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2026,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2026,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2026,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2026,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2026,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2026,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2026,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2026,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2026,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2026,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2026,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2026,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2026,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2026,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2026,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2026,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2026,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2026,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2026,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2026,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2026,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2026,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2026,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2026,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2026,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2026,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2026,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2026,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2026,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2026,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2026,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2026,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2026,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2026,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2026,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2026,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2026,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2026,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2026,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2026,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2026,England (not London)
Buses,>18 t,0.0,B421,D421,2026,England (not London)
Coaches,<=18 t,0.5,B425,D425,2026,England (not London)
Coaches,>18 t,0.5,B426,D426,2026,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2026,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2026,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2026,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2026,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2026,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2026,England (not London)
