vehicle,weightclass,proportion,sourceCell,userCell,year,area
Biodiesel Coaches,<=18 t,0.5,B537,D537,2026,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2026,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2027,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2027,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2027,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2027,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2027,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2027,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2027,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2027,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2027,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2027,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2027,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2027,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2027,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2027,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2027,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2027,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2027,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2027,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2027,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2027,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2027,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2027,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2027,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2027,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2027,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2027,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2027,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2027,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2027,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2027,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2027,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2027,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2027,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2027,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2027,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2027,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2027,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2027,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2027,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2027,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2027,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2027,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2027,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2027,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2027,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2027,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2027,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2027,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2027,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2027,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2027,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2027,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2027,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2027,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2027,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2027,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2027,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2027,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2027,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2027,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2027,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2027,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2027,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2027,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2027,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2027,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2027,England (not London)
Buses,>18 t,0.0,B421,D421,2027,England (not London)
Coaches,<=18 t,0.5,B425,D425,2027,England (not London)
Coaches,>18 t,0.5,B426,D426,2027,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2027,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2027,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2027,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2027,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2027,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2027,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2027,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2027,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2028,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2028,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2028,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2028,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2028,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2028,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2028,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2028,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2028,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2028,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2028,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2028,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2028,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2028,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2028,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2028,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2028,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2028,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2028,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2028,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2028,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2028,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2028,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2028,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2028,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2028,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2028,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2028,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2028,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2028,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2028,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2028,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2028,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2028,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2028,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2028,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2028,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2028,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2028,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2028,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2028,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2028,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2028,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2028,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2028,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2028,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2028,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2028,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2028,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2028,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2028,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2028,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2028,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2028,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2028,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2028,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2028,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2028,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2028,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2028,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2028,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2028,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2028,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2028,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2028,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2028,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2028,England (not London)
Buses,>18 t,0.0,B421,D421,2028,England (not London)
Coaches,<=18 t,0.5,B425,D425,2028,England (not London)
Coaches,>18 t,0.5,B426,D426,2028,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2028,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2028,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2028,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2028,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2028,England (not London)
Biodiesel Buses,>18 t,0.0,B534,D534,2028,England (not London)
Biodiesel Coaches,<=18 t,0.5,B537,D537,2028,England (not London)
Biodiesel Coaches,>18 t,0.5,B538,D538,2028,England (not London)
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2029,England (not London)
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2029,England (not London)
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2029,England (not London)
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2029,England (not London)
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2029,England (not London)
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2029,England (not London)
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2029,England (not London)
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2029,England (not London)
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2029,England (not London)
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2029,England (not London)
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2029,England (not London)
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2029,England (not London)
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2029,England (not London)
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2029,England (not London)
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2029,England (not London)
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2029,England (not London)
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2029,England (not London)
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2029,England (not London)
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2029,England (not London)
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2029,England (not London)
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2029,England (not London)
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2029,England (not London)
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2029,England (not London)
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2029,England (not London)
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2029,England (not London)
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2029,England (not London)
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2029,England (not London)
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2029,England (not London)
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2029,England (not London)
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2029,England (not London)
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2029,England (not London)
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2029,England (not London)
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2029,England (not London)
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2029,England (not London)
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2029,England (not London)
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2029,England (not London)
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2029,England (not London)
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2029,England (not London)
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2029,England (not London)
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2029,England (not London)
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2029,England (not London)
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2029,England (not London)
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2029,England (not London)
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2029,England (not London)
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2029,England (not London)
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2029,England (not London)
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2029,England (not London)
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2029,England (not London)
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2029,England (not London)
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2029,England (not London)
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2029,England (not London)
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2029,England (not London)
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2029,England (not London)
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2029,England (not London)
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2029,England (not London)
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2029,England (not London)
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2029,England (not London)
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2029,England (not London)
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2029,England (not London)
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2029,England (not London)
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2029,England (not London)
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2029,England (not London)
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2029,England (not London)
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2029,England (not London)
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2029,England (not London)
Buses,<=15 t,0.31374514452906227,B419,D419,2029,England (not London)
Buses,15-18 t,0.6862548554709378,B420,D420,2029,England (not London)
Buses,>18 t,0.0,B421,D421,2029,England (not London)
Coaches,<=18 t,0.5,B425,D425,2029,England (not London)
Coaches,>18 t,0.5,B426,D426,2029,England (not London)
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2029,England (not London)
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2029,England (not London)
Hybrid Buses,>18 t,0.0,D514,D514,2029,England (not London)
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2029,England (not London)
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2029,England (not London)
